area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
Timor Leste,eez,Reconstructed domestic catch,2,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,94.09179756,5.603743233
Timor Leste,eez,Reconstructed domestic catch,2,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,1.698876512,0.101178509
Timor Leste,eez,Reconstructed domestic catch,2,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,4.787742897,0.285139434
Timor Leste,eez,Reconstructed domestic catch,2,1950,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,25.56297605,13037.00813
Timor Leste,eez,Reconstructed domestic catch,2,1950,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,1.853319831,945.1851641
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,430.3100969,387524.9582
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,31.19755049,28095.62113
Timor Leste,eez,Reconstructed domestic catch,2,1950,Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,17.04198403,10722.852
Timor Leste,eez,Reconstructed domestic catch,2,1950,Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,1.235546554,777.4084764
Timor Leste,eez,Reconstructed domestic catch,2,1950,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,10.65124002,8185.378311
Timor Leste,eez,Reconstructed domestic catch,2,1950,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.772216596,593.44123
Timor Leste,eez,Reconstructed domestic catch,2,1950,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,39.74387982,17026.25864
Timor Leste,eez,Reconstructed domestic catch,2,1950,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,2.625536428,1124.778519
Timor Leste,eez,Reconstructed domestic catch,2,1950,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,19.17223204,7776.354037
Timor Leste,eez,Reconstructed domestic catch,2,1950,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,1.389989873,563.786905
Timor Leste,eez,Reconstructed domestic catch,2,1950,Lutjanidae,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,166.3697295,402906.93
Timor Leste,eez,Reconstructed domestic catch,2,1950,Lutjanidae,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.081103235,2618.168502
Timor Leste,eez,Reconstructed domestic catch,2,1950,Haemulidae,"Grunts, sweetlips, bonnetmouths",Medium demersals (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,8.520992017,4565.353019
Timor Leste,eez,Reconstructed domestic catch,2,1950,Haemulidae,"Grunts, sweetlips, bonnetmouths",Medium demersals (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.617773277,330.9888203
Timor Leste,eez,Reconstructed domestic catch,2,1950,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,5.545657649,4516.031082
Timor Leste,eez,Reconstructed domestic catch,2,1950,Lethrinidae,"Emperors, scavengers",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,1.081103235,880.3817546
Timor Leste,eez,Reconstructed domestic catch,2,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,10.65124002,13572.15172
Timor Leste,eez,Reconstructed domestic catch,2,1950,Mugilidae,"Mullets, grey mullets",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.772216596,983.983159
Timor Leste,eez,Reconstructed domestic catch,2,1950,Caesionidae,Fusiliers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,160.2078876,180154.138
Timor Leste,eez,Reconstructed domestic catch,2,1950,Caesionidae,Fusiliers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.389989873,1563.046808
Timor Leste,eez,Reconstructed domestic catch,2,1950,Siganus,Spinefoots,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,13.86414412,0.825694756
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scarus,Parrots,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,14.7884204,0.880741073
Timor Leste,eez,Reconstructed domestic catch,2,1950,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.394210199,8314.806368
Timor Leste,eez,Reconstructed domestic catch,2,1950,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.698876512,1910.390543
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,21.30248004,9125.972014
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,1.544433193,661.6344231
Timor Leste,eez,Reconstructed domestic catch,2,1950,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,21.30248004,4276.052492
Timor Leste,eez,Reconstructed domestic catch,2,1950,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Timor Leste,Artisanal,Landings,Unreported,cast nets,Direct human consumption,1.544433193,310.014486
Timor Leste,eez,Reconstructed domestic catch,2,1950,Thunnus,Tunas,Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,6.390744013,7161.123203
Timor Leste,eez,Reconstructed domestic catch,2,1950,Thunnus,Tunas,Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,0.463329958,519.1825717
Timor Leste,eez,Reconstructed domestic catch,2,1950,Hemiramphus,Halfbeaks,Medium pelagics (30 - 89 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,83.18486474,4.954168535
Timor Leste,eez,Reconstructed domestic catch,2,1950,Euthynnus affinis,Kawakawa,Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,34.08396807,9916.396681
Timor Leste,eez,Reconstructed domestic catch,2,1950,Euthynnus affinis,Kawakawa,Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,2.471093108,718.9403372
Timor Leste,eez,Reconstructed domestic catch,2,1950,Katsuwonus pelamis,Skipjack tuna,Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,121.4241362,137561.8781
Timor Leste,eez,Reconstructed domestic catch,2,1950,Katsuwonus pelamis,Skipjack tuna,Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,8.803269198,9973.258051
Timor Leste,eez,Reconstructed domestic catch,2,1950,Rastrelliger kanagurta,Indian mackerel,Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,76.25279268,4.541321157
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scomberomorus commerson,Narrow-barred Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,17.04198403,18527.42761
Timor Leste,eez,Reconstructed domestic catch,2,1950,Scomberomorus commerson,Narrow-barred Spanish mackerel,Large pelagics (>=90 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,1.235546554,1343.24145
Timor Leste,eez,Reconstructed domestic catch,2,1950,Acanthurus xanthopterus,Yellowfin surgeonfish,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,124.7772971,7.431252803
Timor Leste,eez,Reconstructed domestic catch,2,1950,Sardinella fimbriata,Fringescale sardinella,Small pelagics (<30 cm),Herring-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,41.59243237,10926.57705
Timor Leste,eez,Reconstructed domestic catch,2,1950,Sardinella fimbriata,Fringescale sardinella,Small pelagics (<30 cm),Herring-likes,Timor Leste,Artisanal,Landings,Unreported,cast nets,Direct human consumption,8.031052602,2109.804837
Timor Leste,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.182128316,120.4626853
Timor Leste,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,9.11553E-05,1.03E-06
Timor Leste,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,9.11553E-05,1.03E-06
Timor Leste,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.019914293,13.17164303
Timor Leste,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,9.9671E-06,1.13E-07
Timor Leste,eez,Inferred foreign catch,,1950,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,purse seine,Other,9.9671E-06,1.13E-07
Timor Leste,eez,Inferred foreign catch,,1950,Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.021277874,83.33750627
Timor Leste,eez,Inferred foreign catch,,1950,Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,1.06496E-05,1.21E-07
Timor Leste,eez,Inferred foreign catch,,1950,Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,1.06496E-05,1.21E-07
Timor Leste,eez,Inferred foreign catch,,1950,Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,8.5508E-06,0.033490398
Timor Leste,eez,Inferred foreign catch,,1950,Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,4.3E-09,4.85E-11
Timor Leste,eez,Inferred foreign catch,,1950,Dendrobranchiata,Shrimps and prawns,Shrimps,Crustaceans,Malaysia,Industrial,Landings,Reported,purse seine,Other,4.3E-09,4.85E-11
Timor Leste,eez,Inferred foreign catch,,1950,Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.001791856,1.514705888
Timor Leste,eez,Inferred foreign catch,,1950,Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,8.968E-07,1.02E-08
Timor Leste,eez,Inferred foreign catch,,1950,Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,8.968E-07,1.02E-08
Timor Leste,eez,Inferred foreign catch,,1950,Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,1.38139E-05,0.011677248
Timor Leste,eez,Inferred foreign catch,,1950,Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6.9E-09,7.84E-11
Timor Leste,eez,Inferred foreign catch,,1950,Trichiurus,Hairtails,Large benthopelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,6.9E-09,7.84E-11
Timor Leste,eez,Inferred foreign catch,,1950,Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.006328181,8.895793356
Timor Leste,eez,Inferred foreign catch,,1950,Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,3.1673E-06,3.59E-08
Timor Leste,eez,Inferred foreign catch,,1950,Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,3.1673E-06,3.59E-08
Timor Leste,eez,Inferred foreign catch,,1950,Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.01424947,20.03108714
Timor Leste,eez,Inferred foreign catch,,1950,Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,7.1319E-06,8.09E-08
Timor Leste,eez,Inferred foreign catch,,1950,Mugil,Grey mullets,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,7.1319E-06,8.09E-08
Timor Leste,eez,Inferred foreign catch,,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.004217647,3.399994036
Timor Leste,eez,Inferred foreign catch,,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,2.1109E-06,2.39E-08
Timor Leste,eez,Inferred foreign catch,,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,2.1109E-06,2.39E-08
Timor Leste,eez,Inferred foreign catch,,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.000306496,0.247076976
Timor Leste,eez,Inferred foreign catch,,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.534E-07,1.74E-09
Timor Leste,eez,Inferred foreign catch,,1950,Scomberoides,Queenfishes,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,1.534E-07,1.74E-09
Timor Leste,eez,Inferred foreign catch,,1950,Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.011985599,9.147911791
Timor Leste,eez,Inferred foreign catch,,1950,Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,5.9988E-06,6.80E-08
Timor Leste,eez,Inferred foreign catch,,1950,Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,5.9988E-06,6.80E-08
Timor Leste,eez,Inferred foreign catch,,1950,Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.000917934,0.700605936
Timor Leste,eez,Inferred foreign catch,,1950,Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,4.594E-07,5.21E-09
Timor Leste,eez,Inferred foreign catch,,1950,Leiognathus,Ponyfishes,Small benthopelagics (<30 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,4.594E-07,5.21E-09
Timor Leste,eez,Inferred foreign catch,,1950,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.003165211,2.359381206
Timor Leste,eez,Inferred foreign catch,,1950,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,1.5842E-06,1.80E-08
Timor Leste,eez,Inferred foreign catch,,1950,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,1.5842E-06,1.80E-08
Timor Leste,eez,Inferred foreign catch,,1950,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.049922247,37.2125581
Timor Leste,eez,Inferred foreign catch,,1950,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,2.49861E-05,2.83E-07
Timor Leste,eez,Inferred foreign catch,,1950,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,2.49861E-05,2.83E-07
Timor Leste,eez,Inferred foreign catch,,1950,Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.006982801,18.87735087
Timor Leste,eez,Inferred foreign catch,,1950,Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,3.4949E-06,3.96E-08
Timor Leste,eez,Inferred foreign catch,,1950,Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,3.4949E-06,3.96E-08
Timor Leste,eez,Inferred foreign catch,,1950,Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,1.4351E-06,0.003879705
Timor Leste,eez,Inferred foreign catch,,1950,Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,7E-10,8.14E-12
Timor Leste,eez,Inferred foreign catch,,1950,Sepia,Sepia cuttlefishes,Cephalopods,Other fishes & inverts,Malaysia,Industrial,Landings,Reported,purse seine,Other,7E-10,8.14E-12
Timor Leste,eez,Inferred foreign catch,,1950,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.00764398,3.778750306
Timor Leste,eez,Inferred foreign catch,,1950,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,3.8258E-06,4.34E-08
Timor Leste,eez,Inferred foreign catch,,1950,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,3.8258E-06,4.34E-08
Timor Leste,eez,Inferred foreign catch,,1950,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.000382199,0.188937515
Timor Leste,eez,Inferred foreign catch,,1950,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.913E-07,2.17E-09
Timor Leste,eez,Inferred foreign catch,,1950,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,1.913E-07,2.17E-09
Timor Leste,eez,Reconstructed domestic catch,2,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,96.01818043,9.333118463
Timor Leste,eez,Reconstructed domestic catch,2,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,1.734936493,0.168638561
Timor Leste,eez,Reconstructed domestic catch,2,1951,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,4.889366482,0.475254128
Timor Leste,eez,Reconstructed domestic catch,2,1951,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,26.08633814,14614.75121
Timor Leste,eez,Reconstructed domestic catch,2,1951,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,1.892657993,1060.352953
Timor Leste,eez,Reconstructed domestic catch,2,1951,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,439.1200253,419486.3753
Timor Leste,eez,Reconstructed domestic catch,2,1951,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.647719363,618.7589549
Timor Leste,eez,Reconstructed domestic catch,2,1951,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.609618224,582.3613693
Timor Leste,eez,Reconstructed domestic catch,2,1951,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,30.60240529,29234.13038
Timor Leste,eez,Reconstructed domestic catch,2,1951,Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,17.39089209,10482.97623
Timor Leste,eez,Reconstructed domestic catch,2,1951,Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,1.261771995,760.577765
Timor Leste,eez,Reconstructed domestic catch,2,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,10.86930756,9156.641336
Timor Leste,eez,Reconstructed domestic catch,2,1951,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.788607497,664.3473806
Timor Leste,eez,Reconstructed domestic catch,2,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,40.5575738,18595.11793
Timor Leste,eez,Reconstructed domestic catch,2,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.129073081,59.17832185
Timor Leste,eez,Reconstructed domestic catch,2,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.619550787,284.0559449
Timor Leste,eez,Reconstructed domestic catch,2,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,1.829383158,838.7482872
Timor Leste,eez,Reconstructed domestic catch,2,1951,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,0.103258465,47.34265748
Timor Leste,eez,Reconstructed domestic catch,2,1951,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,19.5647536,15309.99978
Timor Leste,eez,Reconstructed domestic catch,2,1951,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.068332807,53.47244782
Timor Leste,eez,Reconstructed domestic catch,2,1951,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.327997476,256.6677495
