area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
Timor Leste,eez,Inferred foreign catch,,1975,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,7.34273E-05,5.53E-05
Timor Leste,eez,Inferred foreign catch,,1975,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.007660833,17.20616967
Timor Leste,eez,Inferred foreign catch,,1975,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,3.8343E-06,2.89E-06
Timor Leste,eez,Inferred foreign catch,,1975,Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,3.8343E-06,2.89E-06
Timor Leste,eez,Inferred foreign catch,,1975,Scomberomorus,Spanish mackerels,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.020295109,46.80941121
Timor Leste,eez,Inferred foreign catch,,1975,Scomberomorus,Spanish mackerels,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.01577E-05,7.66E-06
Timor Leste,eez,Inferred foreign catch,,1975,Scomberomorus,Spanish mackerels,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,1.01577E-05,7.66E-06
Timor Leste,eez,Inferred foreign catch,,1975,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.22713997,936.7745237
Timor Leste,eez,Inferred foreign catch,,1975,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.000113684,8.57E-05
Timor Leste,eez,Inferred foreign catch,,1975,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,0.000113684,8.57E-05
Timor Leste,eez,Inferred foreign catch,,1975,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.003009164,12.41044367
Timor Leste,eez,Inferred foreign catch,,1975,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.5061E-06,1.14E-06
Timor Leste,eez,Inferred foreign catch,,1975,Chirocentrus,Wolf herrings,Large pelagics (>=90 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,1.5061E-06,1.14E-06
Timor Leste,eez,Inferred foreign catch,,1975,Sillago,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.135687498,0.294503659
Timor Leste,eez,Inferred foreign catch,,1975,Sillago,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,6.79117E-05,5.12E-05
Timor Leste,eez,Inferred foreign catch,,1975,Sillago,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,6.79117E-05,5.12E-05
Timor Leste,eez,Inferred foreign catch,,1975,Cynoglossus,Tonguesoles,Small to medium flatfishes (<90 cm),Flatfishes,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.463906686,1.006888756
Timor Leste,eez,Inferred foreign catch,,1975,Cynoglossus,Tonguesoles,Small to medium flatfishes (<90 cm),Flatfishes,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.000232186,0.000174983
Timor Leste,eez,Inferred foreign catch,,1975,Cynoglossus,Tonguesoles,Small to medium flatfishes (<90 cm),Flatfishes,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,0.000232186,0.000174983
Timor Leste,eez,Inferred foreign catch,,1975,Saurida,Lizardfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.102880281,88.89262669
Timor Leste,eez,Inferred foreign catch,,1975,Saurida,Lizardfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,5.14916E-05,0.000473529
Timor Leste,eez,Inferred foreign catch,,1975,Saurida,Lizardfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,5.14916E-05,0.000473529
Timor Leste,eez,Inferred foreign catch,,1975,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.343229939,464.8678837
Timor Leste,eez,Inferred foreign catch,,1975,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.000171787,0.000129465
Timor Leste,eez,Inferred foreign catch,,1975,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,0.000171787,0.000129465
Timor Leste,eez,Inferred foreign catch,,1975,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,5.413480458,7331.974625
Timor Leste,eez,Inferred foreign catch,,1975,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.00270945,0.002041939
Timor Leste,eez,Inferred foreign catch,,1975,Decapterus,Scads,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,0.00270945,0.002041939
Timor Leste,eez,Inferred foreign catch,,1975,Rastrelliger,Indian mackerels,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,5.670364676,3702.086969
Timor Leste,eez,Inferred foreign catch,,1975,Rastrelliger,Indian mackerels,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.00283802,0.002138834
Timor Leste,eez,Inferred foreign catch,,1975,Rastrelliger,Indian mackerels,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,0.00283802,0.002138834
Timor Leste,eez,Inferred foreign catch,,1975,Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.008298784,3.524238022
Timor Leste,eez,Inferred foreign catch,,1975,Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,4.1535E-06,3.13E-06
Timor Leste,eez,Inferred foreign catch,,1975,Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,4.1535E-06,3.13E-06
Timor Leste,eez,Inferred foreign catch,,1975,Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,1.357039816,576.293013
Timor Leste,eez,Inferred foreign catch,,1975,Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.000679199,0.000511869
Timor Leste,eez,Inferred foreign catch,,1975,Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Malaysia,Industrial,Landings,Reported,purse seine,Other,0.000679199,0.000511869
Timor Leste,eez,Inferred foreign catch,,1975,Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.140928425,273.5658892
Timor Leste,eez,Inferred foreign catch,,1975,Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,7.05347E-05,5.32E-05
Timor Leste,eez,Inferred foreign catch,,1975,Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,7.05347E-05,5.32E-05
Timor Leste,eez,Inferred foreign catch,,1975,Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,2.22274687,4314.72732
Timor Leste,eez,Inferred foreign catch,,1975,Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.001112486,0.000838409
Timor Leste,eez,Inferred foreign catch,,1975,Megalaspis cordyla,Torpedo scad,Medium pelagics (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,0.001112486,0.000838409
Timor Leste,eez,Inferred foreign catch,,1975,Pomadasys argenteus,Silver grunt,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.070802979,40.07139173
Timor Leste,eez,Inferred foreign catch,,1975,Pomadasys argenteus,Silver grunt,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,3.54369E-05,2.67E-05
Timor Leste,eez,Inferred foreign catch,,1975,Pomadasys argenteus,Silver grunt,Medium demersals (30 - 89 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,3.54369E-05,2.67E-05
Timor Leste,eez,Inferred foreign catch,,1975,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.133881406,293.7162582
Timor Leste,eez,Inferred foreign catch,,1975,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,6.70077E-05,5.05E-05
Timor Leste,eez,Inferred foreign catch,,1975,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,6.70077E-05,5.05E-05
Timor Leste,eez,Inferred foreign catch,,1975,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.015030983,32.97578153
Timor Leste,eez,Inferred foreign catch,,1975,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.000007523,5.67E-06
Timor Leste,eez,Inferred foreign catch,,1975,Elagatis bipinnulata,Rainbow runner,Large pelagics (>=90 cm),Perch-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,0.000007523,5.67E-06
Timor Leste,eez,Inferred foreign catch,,1975,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.937806344,418.8279708
Timor Leste,eez,Inferred foreign catch,,1975,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.000469373,0.000353736
Timor Leste,eez,Inferred foreign catch,,1975,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,0.000469373,0.000353736
Timor Leste,eez,Inferred foreign catch,,1975,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.046890317,20.94139854
Timor Leste,eez,Inferred foreign catch,,1975,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,2.34686E-05,1.77E-05
Timor Leste,eez,Inferred foreign catch,,1975,Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,2.34686E-05,1.77E-05
Timor Leste,eez,Inferred foreign catch,,1975,Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.409120747,182.7149212
Timor Leste,eez,Inferred foreign catch,,1975,Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.000204765,0.000154318
Timor Leste,eez,Inferred foreign catch,,1975,Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,0.000204765,0.000154318
Timor Leste,eez,Inferred foreign catch,,1975,Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.020456037,9.135746059
Timor Leste,eez,Inferred foreign catch,,1975,Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.02383E-05,7.72E-06
Timor Leste,eez,Inferred foreign catch,,1975,Anodontostoma chacunda,Chacunda gizzard shad,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,1.02383E-05,7.72E-06
Timor Leste,eez,Inferred foreign catch,,1975,Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.206066745,95.34520763
Timor Leste,eez,Inferred foreign catch,,1975,Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.000103137,7.77E-05
Timor Leste,eez,Inferred foreign catch,,1975,Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,pelagic trawl,Other,0.000103137,7.77E-05
Timor Leste,eez,Inferred foreign catch,,1975,Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Direct human consumption,0.010303337,4.767260381
Timor Leste,eez,Inferred foreign catch,,1975,Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,5.1568E-06,3.89E-06
Timor Leste,eez,Inferred foreign catch,,1975,Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Malaysia,Industrial,Landings,Reported,purse seine,Other,5.1568E-06,3.89E-06
Timor Leste,eez,Inferred foreign catch,,1975,Portunus pelagicus,Blue swimming crab,"Lobsters, crabs",Crustaceans,Malaysia,Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.040438297,55.33621104
Timor Leste,eez,Inferred foreign catch,,1975,Portunus pelagicus,Blue swimming crab,"Lobsters, crabs",Crustaceans,Malaysia,Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,2.02394E-05,1.53E-05
Timor Leste,eez,Inferred foreign catch,,1975,Portunus pelagicus,Blue swimming crab,"Lobsters, crabs",Crustaceans,Malaysia,Industrial,Landings,Reported,bottom trawl,Other,2.02394E-05,1.53E-05
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Taiwan,Industrial,Discards,Unreported,longline,,3.6747E-06,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Japan,Industrial,Discards,Unreported,longline,,0.04169821,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,Taiwan,Industrial,Landings,Reported,longline,Direct human consumption,1.15985E-05,2.24E-05
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,Japan,Industrial,Discards,Unreported,longline,,7.90921E-05,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,Japan,Industrial,Landings,Reported,longline,Direct human consumption,0.131820126,271.425943
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Taiwan,Industrial,Discards,Unreported,longline,,5.093E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Scombridae,"Mackerels, tunas, bonitos",Medium pelagics (30 - 89 cm),Perch-likes,Japan,Industrial,Discards,Unreported,longline,,0.002236749,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,Taiwan,Industrial,Discards,Unreported,longline,,8.91E-08,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,Japan,Industrial,Discards,Unreported,longline,,0.000776207,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Isurus,Mako sharks,Large sharks (>=90 cm),Sharks & rays,Taiwan,Industrial,Discards,Unreported,longline,,7.434E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Isurus,Mako sharks,Large sharks (>=90 cm),Sharks & rays,Japan,Industrial,Discards,Unreported,longline,,0.001251685,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Alopias,Thresher sharks,Large sharks (>=90 cm),Sharks & rays,Taiwan,Industrial,Discards,Unreported,longline,,1.289E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Alopias,Thresher sharks,Large sharks (>=90 cm),Sharks & rays,Japan,Industrial,Discards,Unreported,longline,,0.0001743,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,Taiwan,Industrial,Discards,Unreported,longline,,3.132E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Coryphaena hippurus,Common dolphinfish,Large pelagics (>=90 cm),Perch-likes,Japan,Industrial,Discards,Unreported,longline,,0.001010217,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Acanthocybium solandri,Wahoo,Large pelagics (>=90 cm),Perch-likes,Taiwan,Industrial,Discards,Unreported,longline,,0.000000169,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Acanthocybium solandri,Wahoo,Large pelagics (>=90 cm),Perch-likes,Japan,Industrial,Discards,Unreported,longline,,0.000832887,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,Taiwan,Industrial,Discards,Unreported,longline,,5.175E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,Japan,Industrial,Discards,Unreported,longline,,0.000344815,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Thunnus albacares,Yellowfin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Taiwan,Industrial,Discards,Unreported,longline,,6.914E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Thunnus albacares,Yellowfin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Japan,Industrial,Discards,Unreported,longline,,0.001566487,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,Taiwan,Industrial,Discards,Unreported,longline,,2.452E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Thunnus obesus,Bigeye tuna,Large pelagics (>=90 cm),Tuna & billfishes,Japan,Industrial,Discards,Unreported,longline,,0.002782704,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,Taiwan,Industrial,Discards,Unreported,longline,,5.738E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,Japan,Industrial,Discards,Unreported,longline,,0.002525494,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Carcharhinus falciformis,Silky shark,Large sharks (>=90 cm),Sharks & rays,Taiwan,Industrial,Discards,Unreported,longline,,5.768E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Carcharhinus falciformis,Silky shark,Large sharks (>=90 cm),Sharks & rays,Japan,Industrial,Discards,Unreported,longline,,0.006769181,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Carcharhinus longimanus,Oceanic whitetip shark,Large sharks (>=90 cm),Sharks & rays,Taiwan,Industrial,Discards,Unreported,longline,,4.531E-07,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Carcharhinus longimanus,Oceanic whitetip shark,Large sharks (>=90 cm),Sharks & rays,Japan,Industrial,Discards,Unreported,longline,,0.000681603,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,Taiwan,Industrial,Discards,Unreported,longline,,6.4607E-06,
Timor Leste,eez,Assigned Tuna RFMO catch,,1975,Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,Japan,Industrial,Discards,Unreported,longline,,0.012068907,
Timor Leste,eez,Reconstructed domestic catch,2,1976,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,132.9363542,285.2670813
Timor Leste,eez,Reconstructed domestic catch,2,1976,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,2.910564382,6.245757311
Timor Leste,eez,Reconstructed domestic catch,2,1976,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,8.202499621,17.60167969
Timor Leste,eez,Reconstructed domestic catch,2,1976,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,36.11631329,28469.62297
Timor Leste,eez,Reconstructed domestic catch,2,1976,Elasmobranchii,"Sharks, rays, skates",Large sharks (>=90 cm),Sharks & rays,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,3.175161144,2502.903326
Timor Leste,eez,Reconstructed domestic catch,2,1976,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,607.9579403,968319.5378
Timor Leste,eez,Reconstructed domestic catch,2,1976,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,15.22634162,24251.61858
Timor Leste,eez,Reconstructed domestic catch,2,1976,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,14.33067447,22825.05278
Timor Leste,eez,Reconstructed domestic catch,2,1976,Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Timor Leste,Artisanal,Landings,Unreported,small scale lines,Direct human consumption,23.89152983,38053.01912
Timor Leste,eez,Reconstructed domestic catch,2,1976,Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,24.07754219,31971.53294
Timor Leste,eez,Reconstructed domestic catch,2,1976,Exocoetidae,Flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,2.116774096,2810.7733
Timor Leste,eez,Reconstructed domestic catch,2,1976,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,15.04846387,27277.25192
Timor Leste,eez,Reconstructed domestic catch,2,1976,Serranidae,"Basses, groupers, hinds",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,1.32298381,2398.076174
Timor Leste,eez,Reconstructed domestic catch,2,1976,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,56.15161599,65111.39244
Timor Leste,eez,Reconstructed domestic catch,2,1976,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.533954531,619.1544516
Timor Leste,eez,Reconstructed domestic catch,2,1976,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,2.562981748,2971.941368
Timor Leste,eez,Reconstructed domestic catch,2,1976,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,0.97404505,1129.467574
Timor Leste,eez,Reconstructed domestic catch,2,1976,Carangidae,"Jacks, pompanos",Medium pelagics (30 - 89 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,0.427163625,495.3235613
Timor Leste,eez,Reconstructed domestic catch,2,1976,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,27.08723496,16509.25257
Timor Leste,eez,Reconstructed domestic catch,2,1976,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,harpoon,Direct human consumption,0.28268181,172.2902102
Timor Leste,eez,Reconstructed domestic catch,2,1976,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.35687269,826.9930088
Timor Leste,eez,Reconstructed domestic catch,2,1976,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,0.515670909,314.2934775
Timor Leste,eez,Reconstructed domestic catch,2,1976,Leiognathidae,"Slipmouths, ponyfishes",Small benthopelagics (<30 cm),Perch-likes,Timor Leste,Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,0.226145448,137.8321681
