region,date_bin_start,n_landings_per_boat,catch_taxon,catch_name_en,recorded_catch_kg,estimated_catch_kg
Baucau,01/01/18,6.186273881,BEN,Long tom,0,0
Baucau,01/01/18,6.186273881,CGX,Jacks/Trevally/Other Scad,0.007574479,1356.9036
Baucau,01/01/18,6.186273881,CJX,Fusilier,0,0
Baucau,01/01/18,6.186273881,CLP,Sardines/pilchards,0.13266734,23766.22657
Baucau,01/01/18,6.186273881,FLY,Flying fish,0,0
Baucau,01/01/18,6.186273881,GZP,Garfish,0,0
Baucau,01/01/18,6.186273881,LWX,Jobfish,0.008101727,1451.355571
Baucau,01/01/18,6.186273881,MOO,Moonfish,0,0
Baucau,01/01/18,6.186273881,MZZ,Other,0,0
Baucau,01/01/18,6.186273881,RAX,Short bodied mackerel,0,0
Baucau,01/01/18,6.186273881,SDX,Mackerel scad,0,0
Baucau,01/01/18,6.186273881,SNA,Snapper/seaperch,0,0
Baucau,01/01/18,6.186273881,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/02/18,5.492947746,BEN,Long tom,0,0
Baucau,01/02/18,5.492947746,CGX,Jacks/Trevally/Other Scad,0.298562521,710.1149461
Baucau,01/02/18,5.492947746,CJX,Fusilier,0,0
Baucau,01/02/18,5.492947746,CLP,Sardines/pilchards,0.095565405,227.2971909
Baucau,01/02/18,5.492947746,FLY,Flying fish,0,0
Baucau,01/02/18,5.492947746,GZP,Garfish,0,0
Baucau,01/02/18,5.492947746,LWX,Jobfish,0,0
Baucau,01/02/18,5.492947746,MOO,Moonfish,0,0
Baucau,01/02/18,5.492947746,MZZ,Other,0.652022129,1550.799667
Baucau,01/02/18,5.492947746,RAX,Short bodied mackerel,0,0
Baucau,01/02/18,5.492947746,SDX,Mackerel scad,0,0
Baucau,01/02/18,5.492947746,SNA,Snapper/seaperch,0,0
Baucau,01/02/18,5.492947746,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/03/18,6.058377246,BEN,Long tom,0,0
Baucau,01/03/18,6.058377246,CGX,Jacks/Trevally/Other Scad,2.994964017,7856.621262
Baucau,01/03/18,6.058377246,CJX,Fusilier,0,0
Baucau,01/03/18,6.058377246,CLP,Sardines/pilchards,0,0
Baucau,01/03/18,6.058377246,FLY,Flying fish,0,0
Baucau,01/03/18,6.058377246,GZP,Garfish,0,0
Baucau,01/03/18,6.058377246,LWX,Jobfish,0,0
Baucau,01/03/18,6.058377246,MOO,Moonfish,0,0
Baucau,01/03/18,6.058377246,MZZ,Other,0,0
Baucau,01/03/18,6.058377246,RAX,Short bodied mackerel,0,0
Baucau,01/03/18,6.058377246,SDX,Mackerel scad,0,0
Baucau,01/03/18,6.058377246,SNA,Snapper/seaperch,0,0
Baucau,01/03/18,6.058377246,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/04/18,6.167464282,BEN,Long tom,0.013838668,34.57760024
Baucau,01/04/18,6.167464282,CGX,Jacks/Trevally/Other Scad,0.263258569,657.7836276
Baucau,01/04/18,6.167464282,CJX,Fusilier,0.127852383,319.454765
Baucau,01/04/18,6.167464282,CLP,Sardines/pilchards,4.627503929,11562.38268
Baucau,01/04/18,6.167464282,FLY,Flying fish,0.004660527,11.64489572
Baucau,01/04/18,6.167464282,GZP,Garfish,0.244813891,611.697351
Baucau,01/04/18,6.167464282,LWX,Jobfish,0.006350641,15.86785026
Baucau,01/04/18,6.167464282,MOO,Moonfish,5.89E-05,0.147171642
Baucau,01/04/18,6.167464282,MZZ,Other,0.295186645,737.5598162
Baucau,01/04/18,6.167464282,RAX,Short bodied mackerel,0.074982327,187.3524853
Baucau,01/04/18,6.167464282,SDX,Mackerel scad,5.055711878,12632.31244
Baucau,01/04/18,6.167464282,SNA,Snapper/seaperch,0.112401442,280.8487056
Baucau,01/04/18,6.167464282,TUN,Tuna/Bonito/Other Mackerel,0.726734646,1815.835105
Baucau,01/05/18,6.269057815,BEN,Long tom,0.010349836,29.14568793
Baucau,01/05/18,6.269057815,CGX,Jacks/Trevally/Other Scad,0.355518716,1001.159546
Baucau,01/05/18,6.269057815,CJX,Fusilier,0.173489837,488.5565764
Baucau,01/05/18,6.269057815,CLP,Sardines/pilchards,4.44599238,12520.15018
Baucau,01/05/18,6.269057815,FLY,Flying fish,0.008107468,22.83105952
Baucau,01/05/18,6.269057815,GZP,Garfish,0.206812671,582.3954414
Baucau,01/05/18,6.269057815,LWX,Jobfish,0.004856693,13.67670551
Baucau,01/05/18,6.269057815,MOO,Moonfish,5.51E-05,0.155091936
Baucau,01/05/18,6.269057815,MZZ,Other,0.312492201,879.9946006
Baucau,01/05/18,6.269057815,RAX,Short bodied mackerel,0.081028264,228.1798871
Baucau,01/05/18,6.269057815,SDX,Mackerel scad,5.082107598,14311.48434
Baucau,01/05/18,6.269057815,SNA,Snapper/seaperch,0.088574976,249.4318278
Baucau,01/05/18,6.269057815,TUN,Tuna/Bonito/Other Mackerel,0.741166687,2087.164672
Baucau,01/06/18,6.102847837,BEN,Long tom,0,0
Baucau,01/06/18,6.102847837,CGX,Jacks/Trevally/Other Scad,0.236557834,625.111909
Baucau,01/06/18,6.102847837,CJX,Fusilier,0.190627006,503.7381765
Baucau,01/06/18,6.102847837,CLP,Sardines/pilchards,7.378242396,19497.24985
Baucau,01/06/18,6.102847837,FLY,Flying fish,0,0
Baucau,01/06/18,6.102847837,GZP,Garfish,0,0
Baucau,01/06/18,6.102847837,LWX,Jobfish,0.112092031,296.2069041
Baucau,01/06/18,6.102847837,MOO,Moonfish,0,0
Baucau,01/06/18,6.102847837,MZZ,Other,1.897541004,5014.314936
Baucau,01/06/18,6.102847837,RAX,Short bodied mackerel,0,0
Baucau,01/06/18,6.102847837,SDX,Mackerel scad,0,0
Baucau,01/06/18,6.102847837,SNA,Snapper/seaperch,0.36974332,977.0589655
Baucau,01/06/18,6.102847837,TUN,Tuna/Bonito/Other Mackerel,0.18051904,477.0275408
Baucau,01/07/18,5.916331983,BEN,Long tom,0,0
Baucau,01/07/18,5.916331983,CGX,Jacks/Trevally/Other Scad,0.317735244,813.9651726
Baucau,01/07/18,5.916331983,CJX,Fusilier,0.191183293,489.7679582
Baucau,01/07/18,5.916331983,CLP,Sardines/pilchards,3.752099725,9612.023074
Baucau,01/07/18,5.916331983,FLY,Flying fish,0,0
Baucau,01/07/18,5.916331983,GZP,Garfish,0.904600503,2317.380013
Baucau,01/07/18,5.916331983,LWX,Jobfish,0.051296353,131.4095486
Baucau,01/07/18,5.916331983,MOO,Moonfish,0,0
Baucau,01/07/18,5.916331983,MZZ,Other,0.844152949,2162.527175
Baucau,01/07/18,5.916331983,RAX,Short bodied mackerel,0,0
Baucau,01/07/18,5.916331983,SDX,Mackerel scad,3.5793744,9169.540215
Baucau,01/07/18,5.916331983,SNA,Snapper/seaperch,1.540435573,3946.244331
Baucau,01/07/18,5.916331983,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/08/18,6.278911724,BEN,Long tom,0.00302772,8.231669341
Baucau,01/08/18,6.278911724,CGX,Jacks/Trevally/Other Scad,0.293100481,796.8724366
Baucau,01/08/18,6.278911724,CJX,Fusilier,1.074679623,2921.805403
Baucau,01/08/18,6.278911724,CLP,Sardines/pilchards,1.91183152,5197.827843
Baucau,01/08/18,6.278911724,FLY,Flying fish,0.00632973,17.20907322
Baucau,01/08/18,6.278911724,GZP,Garfish,0.469993124,1277.80263
Baucau,01/08/18,6.278911724,LWX,Jobfish,0,0
Baucau,01/08/18,6.278911724,MOO,Moonfish,0,0
Baucau,01/08/18,6.278911724,MZZ,Other,1.369950564,3724.578819
Baucau,01/08/18,6.278911724,RAX,Short bodied mackerel,0,0
Baucau,01/08/18,6.278911724,SDX,Mackerel scad,11.55678085,31420.21493
Baucau,01/08/18,6.278911724,SNA,Snapper/seaperch,1.063733791,2892.046218
Baucau,01/08/18,6.278911724,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/09/18,5.845956902,BEN,Long tom,0.005022646,12.71382113
Baucau,01/09/18,5.845956902,CGX,Jacks/Trevally/Other Scad,0.133249034,337.2931922
Baucau,01/09/18,5.845956902,CJX,Fusilier,0.099561113,252.0189802
Baucau,01/09/18,5.845956902,CLP,Sardines/pilchards,1.177379486,2980.299915
Baucau,01/09/18,5.845956902,FLY,Flying fish,0,0
Baucau,01/09/18,5.845956902,GZP,Garfish,0.058164156,147.23089
Baucau,01/09/18,5.845956902,LWX,Jobfish,0,0
Baucau,01/09/18,5.845956902,MOO,Moonfish,0,0
Baucau,01/09/18,5.845956902,MZZ,Other,0.302003509,764.4612813
Baucau,01/09/18,5.845956902,RAX,Short bodied mackerel,0,0
Baucau,01/09/18,5.845956902,SDX,Mackerel scad,7.514756933,19022.09925
Baucau,01/09/18,5.845956902,SNA,Snapper/seaperch,1.542231473,3903.849507
Baucau,01/09/18,5.845956902,TUN,Tuna/Bonito/Other Mackerel,0.575176427,1455.943708
Baucau,01/10/18,10.60496397,BEN,Long tom,0,0
Baucau,01/10/18,10.60496397,CGX,Jacks/Trevally/Other Scad,0.140285887,644.1856925
Baucau,01/10/18,10.60496397,CJX,Fusilier,0,0
Baucau,01/10/18,10.60496397,CLP,Sardines/pilchards,1.905462944,8749.789418
Baucau,01/10/18,10.60496397,FLY,Flying fish,0.008083472,37.11889505
Baucau,01/10/18,10.60496397,GZP,Garfish,0.30405446,1396.202696
Baucau,01/10/18,10.60496397,LWX,Jobfish,0.006524975,29.96235401
Baucau,01/10/18,10.60496397,MOO,Moonfish,0,0
Baucau,01/10/18,10.60496397,MZZ,Other,0.226709357,1041.037897
Baucau,01/10/18,10.60496397,RAX,Short bodied mackerel,0,0
Baucau,01/10/18,10.60496397,SDX,Mackerel scad,23.18017927,106442.2102
Baucau,01/10/18,10.60496397,SNA,Snapper/seaperch,0.198385451,910.9759541
Baucau,01/10/18,10.60496397,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/11/18,8.885871293,BEN,Long tom,0,0
Baucau,01/11/18,8.885871293,CGX,Jacks/Trevally/Other Scad,0.139332712,536.0940725
Baucau,01/11/18,8.885871293,CJX,Fusilier,0.130587596,502.4465172
Baucau,01/11/18,8.885871293,CLP,Sardines/pilchards,1.749199299,6730.188209
Baucau,01/11/18,8.885871293,FLY,Flying fish,0,0
Baucau,01/11/18,8.885871293,GZP,Garfish,0.151554491,583.1183739
Baucau,01/11/18,8.885871293,LWX,Jobfish,0.008012758,30.82974528
Baucau,01/11/18,8.885871293,MOO,Moonfish,0,0
Baucau,01/11/18,8.885871293,MZZ,Other,0.126000273,484.7964164
Baucau,01/11/18,8.885871293,RAX,Short bodied mackerel,0,0
Baucau,01/11/18,8.885871293,SDX,Mackerel scad,67.30342307,258955.4573
Baucau,01/11/18,8.885871293,SNA,Snapper/seaperch,0.23966411,922.1273807
Baucau,01/11/18,8.885871293,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/12/18,5.937643454,BEN,Long tom,0,0
Baucau,01/12/18,5.937643454,CGX,Jacks/Trevally/Other Scad,1.26527428,3253.019687
Baucau,01/12/18,5.937643454,CJX,Fusilier,0,0
Baucau,01/12/18,5.937643454,CLP,Sardines/pilchards,0,0
Baucau,01/12/18,5.937643454,FLY,Flying fish,0,0
Baucau,01/12/18,5.937643454,GZP,Garfish,0,0
Baucau,01/12/18,5.937643454,LWX,Jobfish,0,0
Baucau,01/12/18,5.937643454,MOO,Moonfish,0,0
Baucau,01/12/18,5.937643454,MZZ,Other,1.13545495,2919.254239
Baucau,01/12/18,5.937643454,RAX,Short bodied mackerel,0,0
Baucau,01/12/18,5.937643454,SDX,Mackerel scad,7.67230619,19725.49627
Baucau,01/12/18,5.937643454,SNA,Snapper/seaperch,0.895497387,2302.323437
Baucau,01/12/18,5.937643454,TUN,Tuna/Bonito/Other Mackerel,5.323648475,13687.09818
Baucau,01/01/19,5.031153405,BEN,Long tom,0,0
Baucau,01/01/19,5.031153405,CGX,Jacks/Trevally/Other Scad,1.067696516,2325.965568
Baucau,01/01/19,5.031153405,CJX,Fusilier,0,0
Baucau,01/01/19,5.031153405,CLP,Sardines/pilchards,2.750107194,5991.079438
Baucau,01/01/19,5.031153405,FLY,Flying fish,0,0
Baucau,01/01/19,5.031153405,GZP,Garfish,0,0
Baucau,01/01/19,5.031153405,LWX,Jobfish,0,0
Baucau,01/01/19,5.031153405,MOO,Moonfish,0,0
Baucau,01/01/19,5.031153405,MZZ,Other,2.055966129,4478.900469
Baucau,01/01/19,5.031153405,RAX,Short bodied mackerel,0,0
Baucau,01/01/19,5.031153405,SDX,Mackerel scad,0.030708638,66.89844208
Baucau,01/01/19,5.031153405,SNA,Snapper/seaperch,0.040268813,87.72518403
Baucau,01/01/19,5.031153405,TUN,Tuna/Bonito/Other Mackerel,1.567333746,3414.419989
Baucau,01/02/19,5.334640079,BEN,Long tom,0.01262234,39.03239965
Baucau,01/02/19,5.334640079,CGX,Jacks/Trevally/Other Scad,0.296985435,918.3759969
Baucau,01/02/19,5.334640079,CJX,Fusilier,0.119977893,371.0108428
Baucau,01/02/19,5.334640079,CLP,Sardines/pilchards,2.564646922,7930.726199
Baucau,01/02/19,5.334640079,FLY,Flying fish,0.00488325,15.10060396
Baucau,01/02/19,5.334640079,GZP,Garfish,0.20696947,640.0172213
Baucau,01/02/19,5.334640079,LWX,Jobfish,0.005731155,17.722603
Baucau,01/02/19,5.334640079,MOO,Moonfish,8.61E-05,0.266159752
Baucau,01/02/19,5.334640079,MZZ,Other,0.205311593,634.8905245
Baucau,01/02/19,5.334640079,RAX,Short bodied mackerel,0.058262334,180.1661715
Baucau,01/02/19,5.334640079,SDX,Mackerel scad,3.757167529,11618.38953
Baucau,01/02/19,5.334640079,SNA,Snapper/seaperch,0.086628944,267.8849995
Baucau,01/02/19,5.334640079,TUN,Tuna/Bonito/Other Mackerel,0.780865102,2414.690018
Baucau,01/03/19,7.137367546,BEN,Long tom,0.029560329,91.35561076
Baucau,01/03/19,7.137367546,CGX,Jacks/Trevally/Other Scad,0.027223703,84.1343135
Baucau,01/03/19,7.137367546,CJX,Fusilier,0,0
Baucau,01/03/19,7.137367546,CLP,Sardines/pilchards,17.35615132,53638.84109
Baucau,01/03/19,7.137367546,FLY,Flying fish,0,0
Baucau,01/03/19,7.137367546,GZP,Garfish,0.023630614,73.02994352
Baucau,01/03/19,7.137367546,LWX,Jobfish,0,0
Baucau,01/03/19,7.137367546,MOO,Moonfish,0,0
Baucau,01/03/19,7.137367546,MZZ,Other,0.216230714,668.2567287
Baucau,01/03/19,7.137367546,RAX,Short bodied mackerel,0,0
Baucau,01/03/19,7.137367546,SDX,Mackerel scad,1.814707397,5608.317183
Baucau,01/03/19,7.137367546,SNA,Snapper/seaperch,0,0
Baucau,01/03/19,7.137367546,TUN,Tuna/Bonito/Other Mackerel,3.780634357,11683.97543
Baucau,01/04/19,5.735154072,BEN,Long tom,0,0
Baucau,01/04/19,5.735154072,CGX,Jacks/Trevally/Other Scad,0,0
Baucau,01/04/19,5.735154072,CJX,Fusilier,0.181403203,450.4825136
Baucau,01/04/19,5.735154072,CLP,Sardines/pilchards,30.87369248,76669.31089
Baucau,01/04/19,5.735154072,FLY,Flying fish,0,0
Baucau,01/04/19,5.735154072,GZP,Garfish,0,0
Baucau,01/04/19,5.735154072,LWX,Jobfish,0,0
Baucau,01/04/19,5.735154072,MOO,Moonfish,0,0
Baucau,01/04/19,5.735154072,MZZ,Other,0,0
Baucau,01/04/19,5.735154072,RAX,Short bodied mackerel,0,0
Baucau,01/04/19,5.735154072,SDX,Mackerel scad,0,0
Baucau,01/04/19,5.735154072,SNA,Snapper/seaperch,0,0
Baucau,01/04/19,5.735154072,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/05/19,5.390655634,BEN,Long tom,0.028402982,66.2969308
Baucau,01/05/19,5.390655634,CGX,Jacks/Trevally/Other Scad,0,0
Baucau,01/05/19,5.390655634,CJX,Fusilier,0,0
Baucau,01/05/19,5.390655634,CLP,Sardines/pilchards,0.017952905,41.90484335
Baucau,01/05/19,5.390655634,FLY,Flying fish,0,0
Baucau,01/05/19,5.390655634,GZP,Garfish,2.250509546,5253.035609
Baucau,01/05/19,5.390655634,LWX,Jobfish,0,0
Baucau,01/05/19,5.390655634,MOO,Moonfish,0,0
Baucau,01/05/19,5.390655634,MZZ,Other,0.617415678,1441.143206
Baucau,01/05/19,5.390655634,RAX,Short bodied mackerel,0,0
Baucau,01/05/19,5.390655634,SDX,Mackerel scad,0,0
Baucau,01/05/19,5.390655634,SNA,Snapper/seaperch,0,0
Baucau,01/05/19,5.390655634,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/06/19,4.955423444,BEN,Long tom,0,0
Baucau,01/06/19,4.955423444,CGX,Jacks/Trevally/Other Scad,0.030087245,64.55815117
Baucau,01/06/19,4.955423444,CJX,Fusilier,0.051415366,110.3218654
Baucau,01/06/19,4.955423444,CLP,Sardines/pilchards,1.087180202,2332.760766
Baucau,01/06/19,4.955423444,FLY,Flying fish,0,0
Baucau,01/06/19,4.955423444,GZP,Garfish,0.388225909,833.0156935
Baucau,01/06/19,4.955423444,LWX,Jobfish,0,0
Baucau,01/06/19,4.955423444,MOO,Moonfish,0,0
Baucau,01/06/19,4.955423444,MZZ,Other,0.101925927,218.7022934
Baucau,01/06/19,4.955423444,RAX,Short bodied mackerel,0,0
Baucau,01/06/19,4.955423444,SDX,Mackerel scad,0,0
Baucau,01/06/19,4.955423444,SNA,Snapper/seaperch,0,0
Baucau,01/06/19,4.955423444,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/07/19,7.330070902,BEN,Long tom,0,0
Baucau,01/07/19,7.330070902,CGX,Jacks/Trevally/Other Scad,0,0
Baucau,01/07/19,7.330070902,CJX,Fusilier,0,0
Baucau,01/07/19,7.330070902,CLP,Sardines/pilchards,4.887174092,15511.50302
Baucau,01/07/19,7.330070902,FLY,Flying fish,0,0
Baucau,01/07/19,7.330070902,GZP,Garfish,0.279645684,887.5732246
Baucau,01/07/19,7.330070902,LWX,Jobfish,0,0
Baucau,01/07/19,7.330070902,MOO,Moonfish,0,0
Baucau,01/07/19,7.330070902,MZZ,Other,0,0
Baucau,01/07/19,7.330070902,RAX,Short bodied mackerel,0,0
Baucau,01/07/19,7.330070902,SDX,Mackerel scad,60.87495462,193212.2786
Baucau,01/07/19,7.330070902,SNA,Snapper/seaperch,0,0
Baucau,01/07/19,7.330070902,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/08/19,7.378164153,BEN,Long tom,0.007827102,25.00559571
Baucau,01/08/19,7.378164153,CGX,Jacks/Trevally/Other Scad,0.037046463,118.3540059
Baucau,01/08/19,7.378164153,CJX,Fusilier,0.06346874,202.7664456
Baucau,01/08/19,7.378164153,CLP,Sardines/pilchards,4.480220148,14313.16127
Baucau,01/08/19,7.378164153,FLY,Flying fish,0.292695595,935.0878113
Baucau,01/08/19,7.378164153,GZP,Garfish,0.803371252,2566.566354
Baucau,01/08/19,7.378164153,LWX,Jobfish,0,0
Baucau,01/08/19,7.378164153,MOO,Moonfish,0,0
Baucau,01/08/19,7.378164153,MZZ,Other,0.096297112,307.6447237
Baucau,01/08/19,7.378164153,RAX,Short bodied mackerel,0,0
Baucau,01/08/19,7.378164153,SDX,Mackerel scad,0.290141931,926.9295046
Baucau,01/08/19,7.378164153,SNA,Snapper/seaperch,0.048718573,155.6434218
Baucau,01/08/19,7.378164153,TUN,Tuna/Bonito/Other Mackerel,0.25577873,817.1478373
Baucau,01/09/19,5.829883303,BEN,Long tom,0,0
Baucau,01/09/19,5.829883303,CGX,Jacks/Trevally/Other Scad,0.180503192,455.6513321
Baucau,01/09/19,5.829883303,CJX,Fusilier,0.075813553,191.379145
Baucau,01/09/19,5.829883303,CLP,Sardines/pilchards,0.869042258,2193.757673
Baucau,01/09/19,5.829883303,FLY,Flying fish,0,0
Baucau,01/09/19,5.829883303,GZP,Garfish,1.670427121,4216.725113
Baucau,01/09/19,5.829883303,LWX,Jobfish,0,0
Baucau,01/09/19,5.829883303,MOO,Moonfish,0,0
Baucau,01/09/19,5.829883303,MZZ,Other,0.05648534,142.5881725
Baucau,01/09/19,5.829883303,RAX,Short bodied mackerel,0,0
Baucau,01/09/19,5.829883303,SDX,Mackerel scad,3.424818225,8645.403823
Baucau,01/09/19,5.829883303,SNA,Snapper/seaperch,0.11703509,295.4362962
Baucau,01/09/19,5.829883303,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/10/19,5.592576011,BEN,Long tom,0.000929294,2.250364369
Baucau,01/10/19,5.592576011,CGX,Jacks/Trevally/Other Scad,0.020641822,49.98593601
Baucau,01/10/19,5.592576011,CJX,Fusilier,0,0
Baucau,01/10/19,5.592576011,CLP,Sardines/pilchards,6.622122859,16036.03612
Baucau,01/10/19,5.592576011,FLY,Flying fish,0,0
Baucau,01/10/19,5.592576011,GZP,Garfish,0.292479767,708.2647377
Baucau,01/10/19,5.592576011,LWX,Jobfish,0,0
Baucau,01/10/19,5.592576011,MOO,Moonfish,0,0
Baucau,01/10/19,5.592576011,MZZ,Other,0.02101374,50.88656638
Baucau,01/10/19,5.592576011,RAX,Short bodied mackerel,0,0
Baucau,01/10/19,5.592576011,SDX,Mackerel scad,0,0
Baucau,01/10/19,5.592576011,SNA,Snapper/seaperch,0.007506269,18.17707181
Baucau,01/10/19,5.592576011,TUN,Tuna/Bonito/Other Mackerel,0.447866669,1084.547393
Baucau,01/11/19,6.314126169,BEN,Long tom,0,0
Baucau,01/11/19,6.314126169,CGX,Jacks/Trevally/Other Scad,0.006728078,18.39467588
Baucau,01/11/19,6.314126169,CJX,Fusilier,0,0
Baucau,01/11/19,6.314126169,CLP,Sardines/pilchards,29.11786583,79608.72944
Baucau,01/11/19,6.314126169,FLY,Flying fish,0,0
Baucau,01/11/19,6.314126169,GZP,Garfish,0.36810326,1006.400435
Baucau,01/11/19,6.314126169,LWX,Jobfish,0,0
Baucau,01/11/19,6.314126169,MOO,Moonfish,0,0
Baucau,01/11/19,6.314126169,MZZ,Other,0.019712244,53.89360314
Baucau,01/11/19,6.314126169,RAX,Short bodied mackerel,0,0
Baucau,01/11/19,6.314126169,SDX,Mackerel scad,0,0
Baucau,01/11/19,6.314126169,SNA,Snapper/seaperch,0.014645933,40.04222335
Baucau,01/11/19,6.314126169,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/12/19,5.156991702,BEN,Long tom,0,0
Baucau,01/12/19,5.156991702,CGX,Jacks/Trevally/Other Scad,0,0
Baucau,01/12/19,5.156991702,CJX,Fusilier,0,0
Baucau,01/12/19,5.156991702,CLP,Sardines/pilchards,62.25713315,139018.7718
Baucau,01/12/19,5.156991702,FLY,Flying fish,0,0
Baucau,01/12/19,5.156991702,GZP,Garfish,0,0
Baucau,01/12/19,5.156991702,LWX,Jobfish,0,0
Baucau,01/12/19,5.156991702,MOO,Moonfish,0,0
Baucau,01/12/19,5.156991702,MZZ,Other,0,0
Baucau,01/12/19,5.156991702,RAX,Short bodied mackerel,0,0
Baucau,01/12/19,5.156991702,SDX,Mackerel scad,0,0
Baucau,01/12/19,5.156991702,SNA,Snapper/seaperch,0,0
Baucau,01/12/19,5.156991702,TUN,Tuna/Bonito/Other Mackerel,0,0
Baucau,01/01/20,4.874318251,BEN,Long tom,0,0
Baucau,01/01/20,4.874318251,CGX,Jacks/Trevally/Other Scad,0.078740367,166.1878291
Baucau,01/01/20,4.874318251,CJX,Fusilier,0,0
Baucau,01/01/20,4.874318251,CLP,Sardines/pilchards,0.313471804,661.6072591
Baucau,01/01/20,4.874318251,FLY,Flying fish,0,0
Baucau,01/01/20,4.874318251,GZP,Garfish,0.187272313,395.2531618
Baucau,01/01/20,4.874318251,LWX,Jobfish,0,0
Baucau,01/01/20,4.874318251,MOO,Moonfish,0,0
Baucau,01/01/20,4.874318251,MZZ,Other,0.251402504,530.6050481
Baucau,01/01/20,4.874318251,RAX,Short bodied mackerel,0.051209055,108.0807971
Baucau,01/01/20,4.874318251,SDX,Mackerel scad,0,0
Baucau,01/01/20,4.874318251,SNA,Snapper/seaperch,0,0
Baucau,01/01/20,4.874318251,TUN,Tuna/Bonito/Other Mackerel,1.39272163,2939.450144
Baucau,01/02/20,5.624831912,BEN,Long tom,0,0
Baucau,01/02/20,5.624831912,CGX,Jacks/Trevally/Other Scad,0,0
Baucau,01/02/20,5.624831912,CJX,Fusilier,0,0
Baucau,01/02/20,5.624831912,CLP,Sardines/pilchards,0,0
Baucau,01/02/20,5.624831912,FLY,Flying fish,0,0
Baucau,01/02/20,5.624831912,GZP,Garfish,0,0
Baucau,01/02/20,5.624831912,LWX,Jobfish,0,0
Baucau,01/02/20,5.624831912,MOO,Moonfish,0,0
Baucau,01/02/20,5.624831912,MZZ,Other,1.162407914,2831.105173
Baucau,01/02/20,5.624831912,RAX,Short bodied mackerel,0,0
Baucau,01/02/20,5.624831912,SDX,Mackerel scad,3.791923822,9235.428475
Baucau,01/02/20,5.624831912,SNA,Snapper/seaperch,0,0
Baucau,01/02/20,5.624831912,TUN,Tuna/Bonito/Other Mackerel,5.995597805,14602.59153
Baucau,01/03/20,9.726561981,BEN,Long tom,0,0
Baucau,01/03/20,9.726561981,CGX,Jacks/Trevally/Other Scad,0.312104241,1314.458638
Baucau,01/03/20,9.726561981,CJX,Fusilier,0,0
Baucau,01/03/20,9.726561981,CLP,Sardines/pilchards,2.878063703,12121.25694
Baucau,01/03/20,9.726561981,FLY,Flying fish,0,0
Baucau,01/03/20,9.726561981,GZP,Garfish,0.02073061,87.30906292
Baucau,01/03/20,9.726561981,LWX,Jobfish,0,0
Baucau,01/03/20,9.726561981,MOO,Moonfish,0,0
Baucau,01/03/20,9.726561981,MZZ,Other,0.021382241,90.05347606
Baucau,01/03/20,9.726561981,RAX,Short bodied mackerel,0,0
Baucau,01/03/20,9.726561981,SDX,Mackerel scad,0,0
Baucau,01/03/20,9.726561981,SNA,Snapper/seaperch,0.018275054,76.96724185
Baucau,01/03/20,9.726561981,TUN,Tuna/Bonito/Other Mackerel,7.497841232,31577.91816
Baucau,01/04/20,11.86561457,BEN,Long tom,0,0
Baucau,01/04/20,11.86561457,CGX,Jacks/Trevally/Other Scad,0.165779723,851.7449048
Baucau,01/04/20,11.86561457,CJX,Fusilier,0.020138155,103.4660341
Baucau,01/04/20,11.86561457,CLP,Sardines/pilchards,4.742237728,24364.72169
Baucau,01/04/20,11.86561457,FLY,Flying fish,0,0
Baucau,01/04/20,11.86561457,GZP,Garfish,0,0
Baucau,01/04/20,11.86561457,LWX,Jobfish,0,0
Baucau,01/04/20,11.86561457,MOO,Moonfish,0,0
Baucau,01/04/20,11.86561457,MZZ,Other,0.056452584,290.0427154
Baucau,01/04/20,11.86561457,RAX,Short bodied mackerel,0,0
Baucau,01/04/20,11.86561457,SDX,Mackerel scad,0,0
Baucau,01/04/20,11.86561457,SNA,Snapper/seaperch,0.151161175,776.6375648
Baucau,01/04/20,11.86561457,TUN,Tuna/Bonito/Other Mackerel,0.011426619,58.7078102
Baucau,01/05/20,5.823330319,BEN,Long tom,0,0
Baucau,01/05/20,5.823330319,CGX,Jacks/Trevally/Other Scad,0,0
Baucau,01/05/20,5.823330319,CJX,Fusilier,0,0
Baucau,01/05/20,5.823330319,CLP,Sardines/pilchards,1.335435221,3367.302619
Baucau,01/05/20,5.823330319,FLY,Flying fish,0,0
Baucau,01/05/20,5.823330319,GZP,Garfish,2.150934075,5423.584632
Baucau,01/05/20,5.823330319,LWX,Jobfish,0,0
Baucau,01/05/20,5.823330319,MOO,Moonfish,0,0
Baucau,01/05/20,5.823330319,MZZ,Other,0,0
Baucau,01/05/20,5.823330319,RAX,Short bodied mackerel,0,0
