date,group,catch_kg,year,month,year_month
01/03/20,Mackerel scad,0,2020,Mar,01/03/20
01/03/20,Snapper/seaperch,0,2020,Mar,01/03/20
01/03/20,Tuna/Bonito/Other Mackerel,0,2020,Mar,01/03/20
01/04/20,Long tom,0,2020,Apr,01/04/20
01/04/20,Jacks/Trevally/Other Scad,1405.064723,2020,Apr,01/04/20
01/04/20,Sardines/pilchards,0,2020,Apr,01/04/20
01/04/20,Other,290.3860165,2020,Apr,01/04/20
01/04/20,Short bodied mackerel,0,2020,Apr,01/04/20
01/04/20,Mackerel scad,0,2020,Apr,01/04/20
01/04/20,Snapper/seaperch,0,2020,Apr,01/04/20
01/04/20,Tuna/Bonito/Other Mackerel,0,2020,Apr,01/04/20
01/05/20,Long tom,0,2020,May,01/05/20
01/05/20,Jacks/Trevally/Other Scad,730.5240602,2020,May,01/05/20
01/05/20,Sardines/pilchards,0,2020,May,01/05/20
01/05/20,Other,0,2020,May,01/05/20
01/05/20,Short bodied mackerel,0,2020,May,01/05/20
01/05/20,Mackerel scad,0,2020,May,01/05/20
01/05/20,Snapper/seaperch,0,2020,May,01/05/20
01/05/20,Tuna/Bonito/Other Mackerel,0,2020,May,01/05/20
01/06/20,Long tom,1.069398763,2020,Jun,01/06/20
01/06/20,Jacks/Trevally/Other Scad,340.8902121,2020,Jun,01/06/20
01/06/20,Sardines/pilchards,177.532251,2020,Jun,01/06/20
01/06/20,Other,381.7417226,2020,Jun,01/06/20
01/06/20,Short bodied mackerel,6.569629123,2020,Jun,01/06/20
01/06/20,Mackerel scad,78.30226378,2020,Jun,01/06/20
01/06/20,Snapper/seaperch,569.4439672,2020,Jun,01/06/20
01/06/20,Tuna/Bonito/Other Mackerel,240.1725209,2020,Jun,01/06/20
01/07/20,Long tom,1.138616212,2020,Jul,01/07/20
01/07/20,Jacks/Trevally/Other Scad,295.7453259,2020,Jul,01/07/20
01/07/20,Sardines/pilchards,162.5078373,2020,Jul,01/07/20
01/07/20,Other,196.4210525,2020,Jul,01/07/20
01/07/20,Short bodied mackerel,6.268354796,2020,Jul,01/07/20
01/07/20,Mackerel scad,80.88193347,2020,Jul,01/07/20
01/07/20,Snapper/seaperch,923.7914923,2020,Jul,01/07/20
01/07/20,Tuna/Bonito/Other Mackerel,95.7900974,2020,Jul,01/07/20
01/08/20,Long tom,0,2020,Aug,01/08/20
01/08/20,Jacks/Trevally/Other Scad,1217.377116,2020,Aug,01/08/20
01/08/20,Sardines/pilchards,224.6360775,2020,Aug,01/08/20
01/08/20,Other,0,2020,Aug,01/08/20
01/08/20,Short bodied mackerel,0,2020,Aug,01/08/20
01/08/20,Mackerel scad,0,2020,Aug,01/08/20
01/08/20,Snapper/seaperch,0,2020,Aug,01/08/20
01/08/20,Tuna/Bonito/Other Mackerel,0,2020,Aug,01/08/20
01/09/20,Long tom,0,2020,Sep,01/09/20
01/09/20,Jacks/Trevally/Other Scad,431.1111306,2020,Sep,01/09/20
01/09/20,Sardines/pilchards,1223.327643,2020,Sep,01/09/20
01/09/20,Other,0,2020,Sep,01/09/20
01/09/20,Short bodied mackerel,0,2020,Sep,01/09/20
01/09/20,Mackerel scad,0,2020,Sep,01/09/20
01/09/20,Snapper/seaperch,0,2020,Sep,01/09/20
01/09/20,Tuna/Bonito/Other Mackerel,0,2020,Sep,01/09/20
01/10/20,Long tom,0,2020,Oct,01/10/20
01/10/20,Jacks/Trevally/Other Scad,0,2020,Oct,01/10/20
01/10/20,Sardines/pilchards,921.1617185,2020,Oct,01/10/20
01/10/20,Other,0,2020,Oct,01/10/20
01/10/20,Short bodied mackerel,0,2020,Oct,01/10/20
01/10/20,Mackerel scad,0,2020,Oct,01/10/20
01/10/20,Snapper/seaperch,0,2020,Oct,01/10/20
01/10/20,Tuna/Bonito/Other Mackerel,0,2020,Oct,01/10/20
01/11/20,Long tom,0,2020,Nov,01/11/20
01/11/20,Jacks/Trevally/Other Scad,239.399193,2020,Nov,01/11/20
01/11/20,Sardines/pilchards,531.473982,2020,Nov,01/11/20
01/11/20,Other,283.9247252,2020,Nov,01/11/20
01/11/20,Short bodied mackerel,123.8820083,2020,Nov,01/11/20
01/11/20,Mackerel scad,0,2020,Nov,01/11/20
01/11/20,Snapper/seaperch,301.0065863,2020,Nov,01/11/20
01/11/20,Tuna/Bonito/Other Mackerel,0,2020,Nov,01/11/20
01/12/20,Long tom,0,2020,Dec,01/12/20
01/12/20,Jacks/Trevally/Other Scad,756.5783478,2020,Dec,01/12/20
01/12/20,Sardines/pilchards,373.2227519,2020,Dec,01/12/20
01/12/20,Other,0,2020,Dec,01/12/20
01/12/20,Short bodied mackerel,0,2020,Dec,01/12/20
01/12/20,Mackerel scad,0,2020,Dec,01/12/20
01/12/20,Snapper/seaperch,567.9780422,2020,Dec,01/12/20
01/12/20,Tuna/Bonito/Other Mackerel,0,2020,Dec,01/12/20
01/01/21,Long tom,0.710669859,2021,Jan,01/01/21
01/01/21,Jacks/Trevally/Other Scad,440.5533097,2021,Jan,01/01/21
01/01/21,Sardines/pilchards,133.3061156,2021,Jan,01/01/21
01/01/21,Other,517.8407285,2021,Jan,01/01/21
01/01/21,Short bodied mackerel,9.396440017,2021,Jan,01/01/21
01/01/21,Mackerel scad,55.98120004,2021,Jan,01/01/21
01/01/21,Snapper/seaperch,453.4977208,2021,Jan,01/01/21
01/01/21,Tuna/Bonito/Other Mackerel,201.8307989,2021,Jan,01/01/21
01/02/21,Long tom,3.362711693,2021,Feb,01/02/21
01/02/21,Jacks/Trevally/Other Scad,824.4920395,2021,Feb,01/02/21
01/02/21,Sardines/pilchards,378.0664199,2021,Feb,01/02/21
01/02/21,Other,846.5522634,2021,Feb,01/02/21
01/02/21,Short bodied mackerel,8.190532064,2021,Feb,01/02/21
01/02/21,Mackerel scad,202.1078563,2021,Feb,01/02/21
01/02/21,Snapper/seaperch,981.9680568,2021,Feb,01/02/21
01/02/21,Tuna/Bonito/Other Mackerel,277.9051899,2021,Feb,01/02/21
01/03/21,Long tom,2.015761566,2021,Mar,01/03/21
01/03/21,Jacks/Trevally/Other Scad,394.2116272,2021,Mar,01/03/21
01/03/21,Sardines/pilchards,192.9138886,2021,Mar,01/03/21
01/03/21,Other,436.8629587,2021,Mar,01/03/21
01/03/21,Short bodied mackerel,6.978011424,2021,Mar,01/03/21
01/03/21,Mackerel scad,201.1756217,2021,Mar,01/03/21
01/03/21,Snapper/seaperch,883.7561205,2021,Mar,01/03/21
01/03/21,Tuna/Bonito/Other Mackerel,174.3742007,2021,Mar,01/03/21
01/04/21,Long tom,2.104976856,2021,Apr,01/04/21
01/04/21,Jacks/Trevally/Other Scad,702.3239203,2021,Apr,01/04/21
01/04/21,Sardines/pilchards,266.614132,2021,Apr,01/04/21
01/04/21,Other,470.0910317,2021,Apr,01/04/21
01/04/21,Short bodied mackerel,8.081319665,2021,Apr,01/04/21
01/04/21,Mackerel scad,125.3085881,2021,Apr,01/04/21
01/04/21,Snapper/seaperch,434.0117765,2021,Apr,01/04/21
01/04/21,Tuna/Bonito/Other Mackerel,291.949389,2021,Apr,01/04/21
01/05/21,Long tom,0.978762291,2021,May,01/05/21
01/05/21,Jacks/Trevally/Other Scad,361.6268695,2021,May,01/05/21
01/05/21,Sardines/pilchards,235.613491,2021,May,01/05/21
01/05/21,Other,454.68411,2021,May,01/05/21
01/05/21,Short bodied mackerel,5.960414112,2021,May,01/05/21
01/05/21,Mackerel scad,128.2719706,2021,May,01/05/21
01/05/21,Snapper/seaperch,758.8712929,2021,May,01/05/21
01/05/21,Tuna/Bonito/Other Mackerel,211.3922139,2021,May,01/05/21
01/06/21,Long tom,1.0618133,2021,Jun,01/06/21
01/06/21,Jacks/Trevally/Other Scad,441.0845079,2021,Jun,01/06/21
01/06/21,Sardines/pilchards,334.6464669,2021,Jun,01/06/21
01/06/21,Other,365.8565824,2021,Jun,01/06/21
01/06/21,Short bodied mackerel,6.319045223,2021,Jun,01/06/21
01/06/21,Mackerel scad,190.6734445,2021,Jun,01/06/21
01/06/21,Snapper/seaperch,692.2581412,2021,Jun,01/06/21
01/06/21,Tuna/Bonito/Other Mackerel,409.8859869,2021,Jun,01/06/21
01/07/21,Long tom,1.535247153,2021,Jul,01/07/21
01/07/21,Jacks/Trevally/Other Scad,685.3193635,2021,Jul,01/07/21
01/07/21,Sardines/pilchards,476.5355017,2021,Jul,01/07/21
01/07/21,Other,358.1420888,2021,Jul,01/07/21
01/07/21,Short bodied mackerel,6.444305584,2021,Jul,01/07/21
01/07/21,Mackerel scad,210.7321279,2021,Jul,01/07/21
01/07/21,Snapper/seaperch,1156.58093,2021,Jul,01/07/21
01/07/21,Tuna/Bonito/Other Mackerel,282.6806936,2021,Jul,01/07/21
01/08/21,Long tom,1.520912466,2021,Aug,01/08/21
01/08/21,Jacks/Trevally/Other Scad,484.5348221,2021,Aug,01/08/21
01/08/21,Sardines/pilchards,313.7567603,2021,Aug,01/08/21
01/08/21,Other,311.5578797,2021,Aug,01/08/21
01/08/21,Short bodied mackerel,5.123873539,2021,Aug,01/08/21
01/08/21,Mackerel scad,162.6087129,2021,Aug,01/08/21
01/08/21,Snapper/seaperch,857.7737059,2021,Aug,01/08/21
01/08/21,Tuna/Bonito/Other Mackerel,452.4483245,2021,Aug,01/08/21
01/09/21,Long tom,0,2021,Sep,01/09/21
01/09/21,Jacks/Trevally/Other Scad,0,2021,Sep,01/09/21
01/09/21,Sardines/pilchards,267.6734708,2021,Sep,01/09/21
01/09/21,Other,88.49764784,2021,Sep,01/09/21
01/09/21,Short bodied mackerel,83.82742331,2021,Sep,01/09/21
01/09/21,Mackerel scad,0,2021,Sep,01/09/21
01/09/21,Snapper/seaperch,0,2021,Sep,01/09/21
01/09/21,Tuna/Bonito/Other Mackerel,140.3245125,2021,Sep,01/09/21
01/10/21,Long tom,0,2021,Oct,01/10/21
01/10/21,Jacks/Trevally/Other Scad,0,2021,Oct,01/10/21
01/10/21,Sardines/pilchards,1185.034126,2021,Oct,01/10/21
01/10/21,Other,0,2021,Oct,01/10/21
01/10/21,Short bodied mackerel,0,2021,Oct,01/10/21
01/10/21,Mackerel scad,0,2021,Oct,01/10/21
01/10/21,Snapper/seaperch,0,2021,Oct,01/10/21
01/10/21,Tuna/Bonito/Other Mackerel,0,2021,Oct,01/10/21
01/11/21,Long tom,0,2021,Nov,01/11/21
01/11/21,Jacks/Trevally/Other Scad,0,2021,Nov,01/11/21
01/11/21,Sardines/pilchards,257.7838929,2021,Nov,01/11/21
01/11/21,Other,0,2021,Nov,01/11/21
01/11/21,Short bodied mackerel,0,2021,Nov,01/11/21
01/11/21,Mackerel scad,0,2021,Nov,01/11/21
01/11/21,Snapper/seaperch,0,2021,Nov,01/11/21
01/11/21,Tuna/Bonito/Other Mackerel,4403.982485,2021,Nov,01/11/21
01/12/21,Long tom,0,2021,Dec,01/12/21
01/12/21,Jacks/Trevally/Other Scad,0,2021,Dec,01/12/21
01/12/21,Sardines/pilchards,138.2672713,2021,Dec,01/12/21
01/12/21,Other,10.87408164,2021,Dec,01/12/21
01/12/21,Short bodied mackerel,0,2021,Dec,01/12/21
01/12/21,Mackerel scad,0,2021,Dec,01/12/21
01/12/21,Snapper/seaperch,31.01014154,2021,Dec,01/12/21
01/12/21,Tuna/Bonito/Other Mackerel,1363.31233,2021,Dec,01/12/21
01/01/22,Long tom,0,2022,Jan,01/01/22
01/01/22,Jacks/Trevally/Other Scad,0,2022,Jan,01/01/22
01/01/22,Sardines/pilchards,1110.33939,2022,Jan,01/01/22
01/01/22,Other,0,2022,Jan,01/01/22
01/01/22,Short bodied mackerel,0,2022,Jan,01/01/22
01/01/22,Mackerel scad,0,2022,Jan,01/01/22
01/01/22,Snapper/seaperch,0,2022,Jan,01/01/22
01/01/22,Tuna/Bonito/Other Mackerel,0,2022,Jan,01/01/22
01/02/22,Long tom,0,2022,Feb,01/02/22
01/02/22,Jacks/Trevally/Other Scad,0,2022,Feb,01/02/22
01/02/22,Sardines/pilchards,588.7895419,2022,Feb,01/02/22
01/02/22,Other,0,2022,Feb,01/02/22
01/02/22,Short bodied mackerel,0,2022,Feb,01/02/22
01/02/22,Mackerel scad,0,2022,Feb,01/02/22
01/02/22,Snapper/seaperch,0,2022,Feb,01/02/22
01/02/22,Tuna/Bonito/Other Mackerel,0,2022,Feb,01/02/22
01/03/22,Long tom,0,2022,Mar,01/03/22
01/03/22,Jacks/Trevally/Other Scad,0,2022,Mar,01/03/22
01/03/22,Sardines/pilchards,442.001255,2022,Mar,01/03/22
01/03/22,Other,0,2022,Mar,01/03/22
01/03/22,Short bodied mackerel,0,2022,Mar,01/03/22
01/03/22,Mackerel scad,0,2022,Mar,01/03/22
01/03/22,Snapper/seaperch,0,2022,Mar,01/03/22
01/03/22,Tuna/Bonito/Other Mackerel,0,2022,Mar,01/03/22
01/04/22,Long tom,0,2022,Apr,01/04/22
01/04/22,Jacks/Trevally/Other Scad,0,2022,Apr,01/04/22
01/04/22,Sardines/pilchards,517.2037394,2022,Apr,01/04/22
01/04/22,Other,0,2022,Apr,01/04/22
01/04/22,Short bodied mackerel,0,2022,Apr,01/04/22
01/04/22,Mackerel scad,0,2022,Apr,01/04/22
01/04/22,Snapper/seaperch,0,2022,Apr,01/04/22
01/04/22,Tuna/Bonito/Other Mackerel,0,2022,Apr,01/04/22
01/05/22,Long tom,0,2022,May,01/05/22
01/05/22,Jacks/Trevally/Other Scad,0,2022,May,01/05/22
01/05/22,Sardines/pilchards,570.2228451,2022,May,01/05/22
01/05/22,Other,0,2022,May,01/05/22
01/05/22,Short bodied mackerel,0,2022,May,01/05/22
01/05/22,Mackerel scad,0,2022,May,01/05/22
01/05/22,Snapper/seaperch,0,2022,May,01/05/22
01/05/22,Tuna/Bonito/Other Mackerel,0,2022,May,01/05/22
01/06/22,Long tom,0,2022,Jun,01/06/22
01/06/22,Jacks/Trevally/Other Scad,0,2022,Jun,01/06/22
01/06/22,Sardines/pilchards,355.2828354,2022,Jun,01/06/22
01/06/22,Other,0,2022,Jun,01/06/22
01/06/22,Short bodied mackerel,0,2022,Jun,01/06/22
01/06/22,Mackerel scad,0,2022,Jun,01/06/22
01/06/22,Snapper/seaperch,0,2022,Jun,01/06/22
01/06/22,Tuna/Bonito/Other Mackerel,0,2022,Jun,01/06/22
01/07/22,Long tom,2.479782454,2022,Jul,01/07/22
01/07/22,Jacks/Trevally/Other Scad,619.4858899,2022,Jul,01/07/22
01/07/22,Sardines/pilchards,376.3789982,2022,Jul,01/07/22
01/07/22,Other,312.0737109,2022,Jul,01/07/22
01/07/22,Short bodied mackerel,7.143246791,2022,Jul,01/07/22
01/07/22,Mackerel scad,236.1491186,2022,Jul,01/07/22
01/07/22,Snapper/seaperch,993.8704036,2022,Jul,01/07/22
01/07/22,Tuna/Bonito/Other Mackerel,326.3279685,2022,Jul,01/07/22
01/08/22,Long tom,0,2022,Aug,01/08/22
01/08/22,Jacks/Trevally/Other Scad,0,2022,Aug,01/08/22
01/08/22,Sardines/pilchards,75.20620222,2022,Aug,01/08/22
01/08/22,Other,0,2022,Aug,01/08/22
01/08/22,Short bodied mackerel,0,2022,Aug,01/08/22
01/08/22,Mackerel scad,0,2022,Aug,01/08/22
01/08/22,Snapper/seaperch,0,2022,Aug,01/08/22
01/08/22,Tuna/Bonito/Other Mackerel,0,2022,Aug,01/08/22
01/09/22,Long tom,0,2022,Sep,01/09/22
01/09/22,Jacks/Trevally/Other Scad,0,2022,Sep,01/09/22
01/09/22,Sardines/pilchards,38.53831348,2022,Sep,01/09/22
01/09/22,Other,0,2022,Sep,01/09/22
01/09/22,Short bodied mackerel,0,2022,Sep,01/09/22
01/09/22,Mackerel scad,0,2022,Sep,01/09/22
01/09/22,Snapper/seaperch,0,2022,Sep,01/09/22
01/09/22,Tuna/Bonito/Other Mackerel,40.21923325,2022,Sep,01/09/22
01/10/22,Long tom,0,2022,Oct,01/10/22
01/10/22,Jacks/Trevally/Other Scad,39.82795527,2022,Oct,01/10/22
01/10/22,Sardines/pilchards,23.7925826,2022,Oct,01/10/22
01/10/22,Other,0,2022,Oct,01/10/22
01/10/22,Short bodied mackerel,0,2022,Oct,01/10/22
01/10/22,Mackerel scad,0,2022,Oct,01/10/22
01/10/22,Snapper/seaperch,0,2022,Oct,01/10/22
01/10/22,Tuna/Bonito/Other Mackerel,0,2022,Oct,01/10/22
01/11/22,Long tom,0,2022,Nov,01/11/22
01/11/22,Jacks/Trevally/Other Scad,61.1253995,2022,Nov,01/11/22
01/11/22,Sardines/pilchards,31.22804641,2022,Nov,01/11/22
01/11/22,Other,0,2022,Nov,01/11/22
01/11/22,Short bodied mackerel,0,2022,Nov,01/11/22
01/11/22,Mackerel scad,0,2022,Nov,01/11/22
01/11/22,Snapper/seaperch,0,2022,Nov,01/11/22
01/11/22,Tuna/Bonito/Other Mackerel,273.363324,2022,Nov,01/11/22
01/12/22,Long tom,0,2022,Dec,01/12/22
01/12/22,Jacks/Trevally/Other Scad,0,2022,Dec,01/12/22
01/12/22,Sardines/pilchards,48.19948784,2022,Dec,01/12/22
01/12/22,Other,0,2022,Dec,01/12/22
01/12/22,Short bodied mackerel,0,2022,Dec,01/12/22
01/12/22,Mackerel scad,0,2022,Dec,01/12/22
01/12/22,Snapper/seaperch,0,2022,Dec,01/12/22
01/12/22,Tuna/Bonito/Other Mackerel,0,2022,Dec,01/12/22
01/01/23,Long tom,0,2023,Jan,01/01/23
01/01/23,Jacks/Trevally/Other Scad,0,2023,Jan,01/01/23
01/01/23,Sardines/pilchards,0,2023,Jan,01/01/23
01/01/23,Other,1275.587361,2023,Jan,01/01/23
01/01/23,Short bodied mackerel,0,2023,Jan,01/01/23
01/01/23,Mackerel scad,0,2023,Jan,01/01/23
01/01/23,Snapper/seaperch,0,2023,Jan,01/01/23
01/01/23,Tuna/Bonito/Other Mackerel,0,2023,Jan,01/01/23
01/02/23,Long tom,0,2023,Feb,01/02/23
01/02/23,Jacks/Trevally/Other Scad,543.3414976,2023,Feb,01/02/23
01/02/23,Sardines/pilchards,0,2023,Feb,01/02/23
01/02/23,Other,387.7368763,2023,Feb,01/02/23
01/02/23,Short bodied mackerel,0,2023,Feb,01/02/23
01/02/23,Mackerel scad,0,2023,Feb,01/02/23
01/02/23,Snapper/seaperch,0,2023,Feb,01/02/23
01/02/23,Tuna/Bonito/Other Mackerel,0,2023,Feb,01/02/23
01/03/23,Long tom,1.6867103,2023,Mar,01/03/23
01/03/23,Jacks/Trevally/Other Scad,480.1332308,2023,Mar,01/03/23
01/03/23,Sardines/pilchards,195.3180604,2023,Mar,01/03/23
01/03/23,Other,783.0750275,2023,Mar,01/03/23
01/03/23,Short bodied mackerel,10.51387393,2023,Mar,01/03/23
01/03/23,Mackerel scad,175.9801335,2023,Mar,01/03/23
01/03/23,Snapper/seaperch,1138.833599,2023,Mar,01/03/23
01/03/23,Tuna/Bonito/Other Mackerel,275.987081,2023,Mar,01/03/23
01/04/23,Long tom,0,2023,Apr,01/04/23
01/04/23,Jacks/Trevally/Other Scad,593.4336566,2023,Apr,01/04/23
01/04/23,Sardines/pilchards,135.2803009,2023,Apr,01/04/23
01/04/23,Other,0,2023,Apr,01/04/23
01/04/23,Short bodied mackerel,0,2023,Apr,01/04/23
01/04/23,Mackerel scad,0,2023,Apr,01/04/23
01/04/23,Snapper/seaperch,0,2023,Apr,01/04/23
01/04/23,Tuna/Bonito/Other Mackerel,0,2023,Apr,01/04/23
01/05/23,Long tom,2.415882607,2023,May,01/05/23
01/05/23,Jacks/Trevally/Other Scad,652.1794207,2023,May,01/05/23
01/05/23,Sardines/pilchards,409.0121905,2023,May,01/05/23
01/05/23,Other,561.880023,2023,May,01/05/23
01/05/23,Short bodied mackerel,8.104710918,2023,May,01/05/23
01/05/23,Mackerel scad,255.0954931,2023,May,01/05/23
01/05/23,Snapper/seaperch,944.4337721,2023,May,01/05/23
01/05/23,Tuna/Bonito/Other Mackerel,250.7598507,2023,May,01/05/23
01/06/23,Long tom,0,2023,Jun,01/06/23
01/06/23,Jacks/Trevally/Other Scad,0,2023,Jun,01/06/23
01/06/23,Sardines/pilchards,0,2023,Jun,01/06/23
01/06/23,Other,0,2023,Jun,01/06/23
01/06/23,Short bodied mackerel,0,2023,Jun,01/06/23
01/06/23,Mackerel scad,29.72799485,2023,Jun,01/06/23
01/06/23,Snapper/seaperch,0,2023,Jun,01/06/23
01/06/23,Tuna/Bonito/Other Mackerel,806.4231073,2023,Jun,01/06/23
01/07/23,Long tom,0,2023,Jul,01/07/23
01/07/23,Jacks/Trevally/Other Scad,20825.29721,2023,Jul,01/07/23
01/07/23,Sardines/pilchards,0,2023,Jul,01/07/23
01/07/23,Other,0,2023,Jul,01/07/23
01/07/23,Short bodied mackerel,0,2023,Jul,01/07/23
01/07/23,Tuna/Bonito/Other Mackerel,0,2023,Jul,01/07/23
01/08/23,Long tom,2.556942433,2023,Aug,01/08/23
01/08/23,Jacks/Trevally/Other Scad,648.3322315,2023,Aug,01/08/23
01/08/23,Sardines/pilchards,593.8537658,2023,Aug,01/08/23
01/08/23,Other,657.3619844,2023,Aug,01/08/23
01/08/23,Short bodied mackerel,8.940833162,2023,Aug,01/08/23
01/08/23,Mackerel scad,158.9591847,2023,Aug,01/08/23
01/08/23,Snapper/seaperch,851.6545857,2023,Aug,01/08/23
01/08/23,Tuna/Bonito/Other Mackerel,414.3840677,2023,Aug,01/08/23
01/09/23,Long tom,1.335828457,2023,Sep,01/09/23
01/09/23,Jacks/Trevally/Other Scad,398.2424893,2023,Sep,01/09/23
01/09/23,Sardines/pilchards,341.7601908,2023,Sep,01/09/23
01/09/23,Other,270.2024168,2023,Sep,01/09/23
01/09/23,Short bodied mackerel,6.178031207,2023,Sep,01/09/23
01/09/23,Mackerel scad,169.2253989,2023,Sep,01/09/23
01/09/23,Snapper/seaperch,861.2708886,2023,Sep,01/09/23
01/09/23,Tuna/Bonito/Other Mackerel,227.1219502,2023,Sep,01/09/23
01/10/23,Long tom,2.469627163,2023,Oct,01/10/23
01/10/23,Jacks/Trevally/Other Scad,277.1214277,2023,Oct,01/10/23
01/10/23,Sardines/pilchards,289.7337287,2023,Oct,01/10/23
01/10/23,Other,337.4248877,2023,Oct,01/10/23
01/10/23,Short bodied mackerel,10.91532749,2023,Oct,01/10/23
01/10/23,Mackerel scad,135.3111388,2023,Oct,01/10/23
01/10/23,Snapper/seaperch,1395.487448,2023,Oct,01/10/23
01/10/23,Tuna/Bonito/Other Mackerel,525.3151769,2023,Oct,01/10/23
01/01/19,Long tom,5.088088085,2019,Jan,01/01/19
01/01/19,Jacks/Trevally/Other Scad,52.67657208,2019,Jan,01/01/19
01/01/19,Sardines/pilchards,5831.592195,2019,Jan,01/01/19
01/01/19,Flying fish,4.993726768,2019,Jan,01/01/19
01/01/19,Garfish,82.05391064,2019,Jan,01/01/19
01/01/19,Other,250.6579587,2019,Jan,01/01/19
01/01/19,Mackerel scad,855.8396407,2019,Jan,01/01/19
01/01/19,Snapper/seaperch,79.24688633,2019,Jan,01/01/19
01/01/19,Tuna/Bonito/Other Mackerel,83.81644622,2019,Jan,01/01/19
01/02/19,Long tom,4.513252513,2019,Feb,01/02/19
01/02/19,Jacks/Trevally/Other Scad,48.52819827,2019,Feb,01/02/19
01/02/19,Sardines/pilchards,4200.324225,2019,Feb,01/02/19
01/02/19,Flying fish,13.05375764,2019,Feb,01/02/19
01/02/19,Garfish,121.1337951,2019,Feb,01/02/19
01/02/19,Other,265.4218817,2019,Feb,01/02/19
01/02/19,Mackerel scad,680.5217602,2019,Feb,01/02/19
01/02/19,Snapper/seaperch,65.31895932,2019,Feb,01/02/19
01/02/19,Tuna/Bonito/Other Mackerel,74.02852748,2019,Feb,01/02/19
01/03/19,Long tom,5.341928512,2019,Mar,01/03/19
01/03/19,Jacks/Trevally/Other Scad,139.0220046,2019,Mar,01/03/19
01/03/19,Sardines/pilchards,3851.356953,2019,Mar,01/03/19
01/03/19,Flying fish,12.50870961,2019,Mar,01/03/19
01/03/19,Garfish,134.8967933,2019,Mar,01/03/19
01/03/19,Other,209.0645549,2019,Mar,01/03/19
01/03/19,Mackerel scad,1061.620338,2019,Mar,01/03/19
01/03/19,Snapper/seaperch,96.77293686,2019,Mar,01/03/19
01/03/19,Tuna/Bonito/Other Mackerel,118.0660175,2019,Mar,01/03/19
01/04/19,Long tom,0,2019,Apr,01/04/19
01/04/19,Jacks/Trevally/Other Scad,0,2019,Apr,01/04/19
01/04/19,Sardines/pilchards,186.1504063,2019,Apr,01/04/19
01/04/19,Flying fish,0,2019,Apr,01/04/19
01/04/19,Garfish,0,2019,Apr,01/04/19
01/04/19,Other,0,2019,Apr,01/04/19
01/04/19,Mackerel scad,5237.208824,2019,Apr,01/04/19
01/04/19,Snapper/seaperch,0,2019,Apr,01/04/19
01/04/19,Tuna/Bonito/Other Mackerel,0,2019,Apr,01/04/19
01/05/19,Long tom,0,2019,May,01/05/19
01/05/19,Jacks/Trevally/Other Scad,0,2019,May,01/05/19
01/05/19,Sardines/pilchards,1243.314925,2019,May,01/05/19
01/05/19,Flying fish,0,2019,May,01/05/19
01/05/19,Garfish,559.120502,2019,May,01/05/19
01/05/19,Other,452.2380233,2019,May,01/05/19
01/05/19,Mackerel scad,838.9119427,2019,May,01/05/19
01/05/19,Snapper/seaperch,0,2019,May,01/05/19
01/05/19,Tuna/Bonito/Other Mackerel,0,2019,May,01/05/19
01/06/19,Long tom,0,2019,Jun,01/06/19
01/06/19,Jacks/Trevally/Other Scad,0,2019,Jun,01/06/19
01/06/19,Sardines/pilchards,0,2019,Jun,01/06/19
01/06/19,Flying fish,0,2019,Jun,01/06/19
01/06/19,Garfish,0,2019,Jun,01/06/19
01/06/19,Other,194.6937649,2019,Jun,01/06/19
01/06/19,Mackerel scad,1065.253601,2019,Jun,01/06/19
01/06/19,Snapper/seaperch,0,2019,Jun,01/06/19
01/06/19,Tuna/Bonito/Other Mackerel,0,2019,Jun,01/06/19
01/07/19,Long tom,0,2019,Jul,01/07/19
01/07/19,Jacks/Trevally/Other Scad,96.63556384,2019,Jul,01/07/19
01/07/19,Sardines/pilchards,812.7274184,2019,Jul,01/07/19
01/07/19,Flying fish,0,2019,Jul,01/07/19
01/07/19,Garfish,2500.740943,2019,Jul,01/07/19
01/07/19,Other,113.0778722,2019,Jul,01/07/19
01/07/19,Mackerel scad,1611.195545,2019,Jul,01/07/19
01/07/19,Snapper/seaperch,0,2019,Jul,01/07/19
01/07/19,Tuna/Bonito/Other Mackerel,0,2019,Jul,01/07/19
01/08/19,Long tom,87.15774688,2019,Aug,01/08/19
01/08/19,Jacks/Trevally/Other Scad,0,2019,Aug,01/08/19
01/08/19,Sardines/pilchards,817.2989869,2019,Aug,01/08/19
01/08/19,Flying fish,0,2019,Aug,01/08/19
01/08/19,Garfish,0,2019,Aug,01/08/19
01/08/19,Other,0,2019,Aug,01/08/19
01/08/19,Mackerel scad,1388.057084,2019,Aug,01/08/19
01/08/19,Snapper/seaperch,0,2019,Aug,01/08/19
01/08/19,Tuna/Bonito/Other Mackerel,0,2019,Aug,01/08/19
01/09/19,Long tom,45.43928144,2019,Sep,01/09/19
01/09/19,Jacks/Trevally/Other Scad,271.1405604,2019,Sep,01/09/19
01/09/19,Sardines/pilchards,181.9043813,2019,Sep,01/09/19
01/09/19,Flying fish,0,2019,Sep,01/09/19
01/09/19,Garfish,208.7534213,2019,Sep,01/09/19
01/09/19,Other,7.800890853,2019,Sep,01/09/19
01/09/19,Mackerel scad,264.7820546,2019,Sep,01/09/19
01/09/19,Snapper/seaperch,0,2019,Sep,01/09/19
01/09/19,Tuna/Bonito/Other Mackerel,697.9585144,2019,Sep,01/09/19
01/10/19,Long tom,0,2019,Oct,01/10/19
