"year","annual_pp","annual_catch","log_pp","log_catch"
19,23.4198627758333,521899.131287918,1.36958434607909,5.71758657396376
20,19.5135217604167,612938.954513245,1.29033565704641,5.78741722323259
21,15.70680891,771460.323904677,1.19608796011637,5.88731359526974
22,16.8273082033333,622110.193147808,1.2260146491941,5.7938673172269
23,20.126521597,516880.206301557,1.30376872363372,5.7133899013714
